date,jour,heure,salle,lieu,cours,statut,places_restantes,capacite,presents,locked,finie,releve
2026-07-24,Vendredi,17:30,The Hot Room,The Hot Room,Burning Flow Louise,disponible,,25,0,True,False,2026-07-24 17:15
2026-07-24,Vendredi,18:00,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-07-24 00:32
2026-07-24,Vendredi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-07-24 00:32
2026-07-24,Vendredi,18:30,The Hot Room,The Hot Room,Burning Core Shape Ana In English,disponible,,25,0,True,False,2026-07-24 17:15
2026-07-24,Vendredi,19:00,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-07-24 00:32
2026-07-24,Vendredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-07-24 00:32
2026-07-24,Vendredi,19:30,The Hot Room,The Hot Room,Burning Core Shape Ana In English,disponible,,25,0,True,False,2026-07-24 15:03
2026-07-25,Samedi,09:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-25 08:25
2026-07-25,Samedi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-25 08:25
2026-07-25,Samedi,10:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,complet,0,25,25,True,False,2026-07-25 08:25
2026-07-25,Samedi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,complet,0,25,25,True,False,2026-07-25 08:25
2026-07-25,Samedi,11:00,The Hot Room,The Hot Room,Burning Core Shape Orida,disponible,,25,0,True,False,2026-07-25 10:33
2026-07-25,Samedi,11:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-25 08:25
2026-07-25,Samedi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-25 10:33
2026-07-25,Samedi,12:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-25 10:33
2026-07-25,Samedi,12:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-25 10:33
2026-07-25,Samedi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-25 10:33
2026-07-25,Samedi,13:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-25 12:40
2026-07-25,Samedi,16:00,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-07-25 14:07
2026-07-25,Samedi,17:00,The Hot Room,The Hot Room,Burning Core Shape Carla,presque complet,1,25,24,True,False,2026-07-25 16:12
2026-07-25,Samedi,18:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,presque complet,1,25,24,True,False,2026-07-25 17:44
2026-07-25,Samedi,19:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-07-25 14:07
2026-07-26,Dimanche,10:00,The Hot Room,The Hot Room,Burning Flow Marine,presque complet,1,25,24,True,False,2026-07-26 08:44
2026-07-26,Dimanche,11:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,False,2026-07-26 08:44
2026-07-26,Dimanche,12:15,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-07-26 11:22
2026-07-26,Dimanche,13:15,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,True,2026-07-26 13:05
2026-07-26,Dimanche,16:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-26 14:41
2026-07-26,Dimanche,17:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-26 16:42
2026-07-26,Dimanche,18:00,The Hot Room,The Hot Room,Burning Core Shape Orida,disponible,,25,0,True,False,2026-07-26 16:42
2026-07-26,Dimanche,19:00,The Hot Room,The Hot Room,Burning Core Shape Orida,presque complet,1,25,24,True,False,2026-07-26 16:42
2026-07-26,Dimanche,20:00,The Hot Room,The Hot Room,Burning Flow Félicie,disponible,,25,0,True,False,2026-07-26 13:05
2026-07-27,Lundi,07:30,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,False,2026-07-27 00:06
2026-07-27,Lundi,08:30,The Hot Room,The Hot Room,Full Body On Fire Marguerite,presque complet,1,25,24,True,False,2026-07-27 00:06
2026-07-27,Lundi,08:30,The Hot Room,The Hot Room,Semi - private reformer Louise • Reformer,disponible,,25,0,True,False,2026-07-27 00:06
2026-07-27,Lundi,08:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise • Reformer,disponible,,25,0,True,False,2026-07-27 00:06
2026-07-27,Lundi,09:30,The Hot Room,The Hot Room,Semi - private reformer Louise • Reformer,disponible,,25,0,True,False,2026-07-27 00:06
2026-07-27,Lundi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise • Reformer,disponible,,25,0,True,False,2026-07-27 00:06
2026-07-27,Lundi,10:00,The Hot Room,The Hot Room,Full Body On Fire Alexandra,disponible,,25,0,True,False,2026-07-27 09:41
2026-07-27,Lundi,11:00,The Hot Room,The Hot Room,Full Body On Fire Alexandra,disponible,,25,0,True,False,2026-07-27 09:41
2026-07-27,Lundi,11:30,The Hot Room,The Hot Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-07-27 00:06
2026-07-27,Lundi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-07-27 00:06
2026-07-27,Lundi,12:15,The Hot Room,The Hot Room,Burning Core Shape Capucine,complet,0,25,25,True,False,2026-07-27 09:41
2026-07-27,Lundi,12:30,The Hot Room,The Hot Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-07-27 09:41
2026-07-27,Lundi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-07-27 09:41
2026-07-27,Lundi,13:15,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-07-27 09:41
2026-07-27,Lundi,16:30,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-27 09:41
2026-07-27,Lundi,17:30,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-27 16:54
2026-07-27,Lundi,18:00,The Hot Room,The Hot Room,Semi - private reformer My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-27 13:34
2026-07-27,Lundi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-27 13:34
2026-07-27,Lundi,18:30,The Hot Room,The Hot Room,Burning Core Shape Melissa,disponible,,25,0,True,False,2026-07-27 16:54
2026-07-27,Lundi,19:00,The Hot Room,The Hot Room,Semi - private reformer My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-27 13:34
2026-07-27,Lundi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-27 13:34
2026-07-27,Lundi,19:30,The Hot Room,The Hot Room,Burning Core Shape Melissa,disponible,,25,0,True,False,2026-07-27 19:04
2026-07-27,Lundi,20:30,The Hot Room,The Hot Room,Full Body On Fire Carla,disponible,,25,0,True,False,2026-07-27 19:04
2026-07-27,Lundi,21:30,The Hot Room,The Hot Room,Full Body On Fire Carla,disponible,,25,0,True,False,2026-07-27 20:59
2026-07-28,Mardi,07:00,The Hot Room,The Hot Room,Full Body On Fire Clémentine,disponible,,25,0,True,False,2026-07-28 00:13
2026-07-28,Mardi,08:00,The Hot Room,The Hot Room,Full Body On Fire Clémentine,presque complet,1,25,24,True,False,2026-07-28 00:13
2026-07-28,Mardi,09:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-28 08:35
2026-07-28,Mardi,10:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-28 08:35
2026-07-28,Mardi,11:30,The Hot Room,The Hot Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-28 00:13
2026-07-28,Mardi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-28 08:35
2026-07-28,Mardi,12:15,The Hot Room,The Hot Room,Full Body On Fire Lou,disponible,,25,0,True,False,2026-07-28 11:41
2026-07-28,Mardi,13:15,The Hot Room,The Hot Room,Full Body On Fire Lou,disponible,,25,0,True,False,2026-07-28 11:41
2026-07-28,Mardi,14:30,The Hot Room,The Hot Room,Burning Barre Angélique,disponible,,25,0,True,False,2026-07-28 08:35
2026-07-28,Mardi,17:30,The Hot Room,The Hot Room,Burning Core Shape Marguerite,disponible,,25,0,True,False,2026-07-28 17:02
2026-07-28,Mardi,18:30,The Hot Room,The Hot Room,Burning Core Shape Laura,complet,0,25,25,True,False,2026-07-28 17:02
2026-07-28,Mardi,19:00,The Hot Room,The Hot Room,Semi - private reformer Sarah • Reformer,disponible,,25,0,True,False,2026-07-28 08:35
2026-07-28,Mardi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah • Reformer,disponible,,25,0,True,False,2026-07-28 08:35
2026-07-28,Mardi,19:30,The Hot Room,The Hot Room,Burning Core Shape Laura,disponible,,25,0,True,False,2026-07-28 19:02
2026-07-28,Mardi,20:30,The Hot Room,The Hot Room,Burning Barre Audrey,disponible,,25,0,True,False,2026-07-28 17:02
2026-07-29,Mercredi,09:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-29 08:40
2026-07-29,Mercredi,10:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-29 08:40
2026-07-29,Mercredi,11:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-07-29 08:40
2026-07-29,Mercredi,11:30,The Hot Room,The Hot Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-29 08:40
2026-07-29,Mercredi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-29 08:40
2026-07-29,Mercredi,12:15,The Hot Room,The Hot Room,Burning Core Shape Marguerite,disponible,,25,0,True,False,2026-07-29 11:44
2026-07-29,Mercredi,12:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-29 11:44
2026-07-29,Mercredi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-29 11:44
2026-07-29,Mercredi,13:15,The Hot Room,The Hot Room,Burning Core Shape Marguerite,disponible,,25,0,True,False,2026-07-29 11:44
2026-07-29,Mercredi,13:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-29 11:44
2026-07-29,Mercredi,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-29 11:44
2026-07-29,Mercredi,14:30,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-07-29 14:08
2026-07-29,Mercredi,15:30,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-07-29 14:08
2026-07-29,Mercredi,16:30,The Hot Room,The Hot Room,Burning Core Shape Lou,disponible,,25,0,True,False,2026-07-29 14:08
2026-07-29,Mercredi,17:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-29 16:53
2026-07-29,Mercredi,18:30,The Hot Room,The Hot Room,Burning Flow Nina,disponible,,25,0,True,True,2026-07-29 18:27
2026-07-29,Mercredi,19:30,The Hot Room,The Hot Room,Burning Rituals Nina,disponible,,25,0,True,False,2026-07-29 16:53
2026-07-29,Mercredi,20:30,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-07-29 19:51
2026-07-29,Mercredi,21:30,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-07-29 19:51
2026-07-30,Jeudi,07:45,The Hot Room,The Hot Room,Burning Core Shape Louise,complet,0,25,25,True,False,2026-07-30 00:31
2026-07-30,Jeudi,08:45,The Hot Room,The Hot Room,Burning Core Shape Louise,disponible,,25,0,True,True,2026-07-30 08:35
2026-07-30,Jeudi,10:00,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-07-30 08:35
2026-07-30,Jeudi,11:00,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-07-30 08:35
2026-07-30,Jeudi,12:15,The Hot Room,The Hot Room,Full Body On Fire Sirine,disponible,,25,0,True,False,2026-07-30 11:35
2026-07-30,Jeudi,13:15,The Hot Room,The Hot Room,Full Body On Fire Sirine,disponible,,25,0,True,False,2026-07-30 11:35
2026-07-30,Jeudi,17:30,The Hot Room,The Hot Room,Burning Core Shape Alexandra,complet,0,25,25,True,False,2026-07-30 16:25
2026-07-30,Jeudi,18:30,The Hot Room,The Hot Room,Burning Core Shape Capucine,complet,0,25,25,True,False,2026-07-30 18:08
2026-07-30,Jeudi,19:30,The Hot Room,The Hot Room,Burning Core Shape Capucine,complet,0,25,25,True,False,2026-07-30 16:25
2026-07-30,Jeudi,20:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,complet,0,25,25,True,False,2026-07-30 16:25
2026-07-30,Jeudi,21:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-30 08:35
2026-07-31,Vendredi,07:45,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-07-31 00:39
2026-07-31,Vendredi,08:45,The Hot Room,The Hot Room,Burning Core Shape Capucine,complet,0,25,25,True,False,2026-07-31 00:39
2026-07-31,Vendredi,09:45,The Hot Room,The Hot Room,Full Body On Fire Alexandra,disponible,,25,0,True,False,2026-07-31 08:51
2026-07-31,Vendredi,11:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-07-31 00:39
2026-07-31,Vendredi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-07-31 08:51
2026-07-31,Vendredi,12:15,The Hot Room,The Hot Room,Burning Barre Lou,disponible,,25,0,True,False,2026-07-31 11:50
2026-07-31,Vendredi,12:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-07-31 08:51
2026-07-31,Vendredi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-07-31 11:50
2026-07-31,Vendredi,13:15,The Hot Room,The Hot Room,Burning Core Shape Lou,presque complet,1,25,24,True,False,2026-07-31 11:50
2026-07-31,Vendredi,13:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-07-31 11:50
2026-07-31,Vendredi,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-07-31 11:50
2026-07-31,Vendredi,15:30,The Hot Room,The Hot Room,Burning Core Shape Orida,disponible,,25,0,True,False,2026-07-31 14:06
2026-07-31,Vendredi,16:30,The Hot Room,The Hot Room,Burning Flow Léa,disponible,,25,0,True,False,2026-07-31 14:06
2026-07-31,Vendredi,17:30,The Hot Room,The Hot Room,Burning Flow Léa,disponible,,25,0,True,False,2026-07-31 17:01
2026-07-31,Vendredi,18:00,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-07-31 08:51
2026-07-31,Vendredi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-07-31 08:51
2026-07-31,Vendredi,18:30,The Hot Room,The Hot Room,Burning Core Shape Ana In English,disponible,,25,0,True,False,2026-07-31 17:01
2026-07-31,Vendredi,19:00,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-07-31 08:51
2026-07-31,Vendredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-07-31 08:51
2026-07-31,Vendredi,19:30,The Hot Room,The Hot Room,Burning Core Shape Ana In English,disponible,,25,0,True,False,2026-07-31 19:08
2026-08-01,Samedi,09:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-08-01 08:36
2026-08-01,Samedi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-08-01 08:36
2026-08-01,Samedi,10:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-08-01 08:36
2026-08-01,Samedi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-08-01 08:36
2026-08-01,Samedi,11:00,The Hot Room,The Hot Room,Burning Core Shape Alexandra,disponible,,25,0,True,False,2026-08-01 08:36
2026-08-01,Samedi,11:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-08-01 11:12
2026-08-01,Samedi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-08-01 11:12
2026-08-01,Samedi,12:00,The Hot Room,The Hot Room,Burning Core Shape Alexandra,disponible,,25,0,True,False,2026-08-01 11:12
2026-08-01,Samedi,12:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-08-01 11:12
2026-08-01,Samedi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-08-01 11:12
2026-08-01,Samedi,13:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-08-01 11:12
2026-08-01,Samedi,16:00,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-08-01 14:10
2026-08-01,Samedi,16:30,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-08-01 11:12
2026-08-01,Samedi,16:30,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-08-01 11:12
2026-08-01,Samedi,17:00,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-08-01 16:08
2026-08-01,Samedi,17:30,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-08-01 11:12
2026-08-01,Samedi,17:30,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-08-01 11:12
2026-08-01,Samedi,18:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-08-01 17:39
2026-08-01,Samedi,18:30,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-08-01 11:12
2026-08-01,Samedi,18:30,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-08-01 11:12
2026-08-01,Samedi,19:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-08-01 17:39
2026-08-02,Dimanche,09:45,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-08-02 08:40
2026-08-02,Dimanche,09:45,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-08-02 08:40
2026-08-02,Dimanche,10:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,False,2026-08-02 08:40
2026-08-02,Dimanche,10:45,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-08-02 00:33
2026-08-02,Dimanche,10:45,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-08-02 08:40
2026-08-02,Dimanche,11:00,The Hot Room,The Hot Room,Burning Flow Marine,complet,0,25,25,True,False,2026-08-02 08:40
2026-08-02,Dimanche,12:15,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-08-02 11:15
2026-08-02,Dimanche,13:15,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-08-02 13:03
2026-08-02,Dimanche,16:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,False,False,2026-08-02 14:37
2026-08-02,Dimanche,17:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,False,False,2026-08-02 14:37
2026-08-02,Dimanche,18:00,The Hot Room,The Hot Room,Burning Core Shape Soukaïna,presque complet,1,25,24,False,False,2026-08-02 14:37
2026-08-02,Dimanche,19:00,The Hot Room,The Hot Room,Burning Core Shape Soukaïna,disponible,,25,0,False,False,2026-08-02 14:37
